mechdef_cyclops_CP-10-Z,Mech,1,2
mechdef_zeus_ZEU-6Y,Mech,1,1
mechdef_longbow_LGB-0W,Mech,1,5
mechdef_victor_VTR-9B,Mech,1,2
mechdef_longbow_LGB-0W2,Mech,1,2
mechdef_banshee_BNC-3MC,Mech,1,19
mechdef_awesome_AWS-8R,Mech,1,2
mechdef_striker_STC-2C,Mech,1,3
mechdef_awesome_AWS-8V,Mech,1,2
mechdef_battlemaster_BLR-1G,Mech,1,3
mechdef_stalker_STK-4N,Mech,1,5
mechdef_stalker_STK-3F,Mech,1,31
mechdef_cyclops_CP-10-Q,Mech,1,1
mechdef_awesome_AWS-8T,Mech,1,2
mechdef_awesome_AWS-8Q,Mech,1,13
mechdef_longbow_LGB-7Q,Mech,1,3
mechdef_stalker_STK-3H,Mech,1,5
mechdef_longbow_LGB-8C,Mech,1,5
mechdef_atlas_AS7-A,Mech,1,1
mechdef_atlas_AS7-D,Mech,1,1
mechdef_bullshark_BSK-M3,Mech,1,1
