mechdef_urbanmech_UM-R60C,Mech,1,1
mechdef_urbanmech_UM-R60X,Mech,1,1
mechdef_firebee_FRB-2E,Mech,1,1
mechdef_raven_RVN-1X,Mech,1,1
mechdef_vindicator_VND-1AA,Mech,1,1
mechdef_vindicator_VND-1X,Mech,1,1
mechdef_catapult_CPLT-A1,Mech,1,1
mechdef_catapult_CPLT-C4,Mech,1,1
mechdef_koschei_KSC-3I,Mech,1,3
mechdef_koschei_KSC-3L,Mech,1,3
mechdef_koschei_KSC-4I,Mech,1,3
mechdef_koschei_KSC-4L,Mech,1,3
mechdef_warhammer_WHM-6L,Mech,1,1
mechdef_warhammer_WHM-6L-DC,Mech,1,1
mechdef_cataphract_CTF-0X,Mech,1,1
mechdef_marauder_MAD-3L,Mech,1,1
mechdef_cyclops_CP-10-Z-DC,Mech,1,1
mechdef_linesman_LMN-1PT,Mech,1,1
mechdef_battlemaster_BLR-1GB,Mech,1,8
mechdef_highlander_HGN-733C,Mech,1,1
mechdef_highlander_HGN-733P,Mech,1,1
mechdef_flea_FLE-17,Mech,1,1
mechdef_raven_RVN-3L,Mech,1,1
mechdef_raven_RVN-3X,Mech,1,1
mechdef_raven_RVN-4X,Mech,1,1
mechdef_cronus_CNS-3M,Mech,1,1
mechdef_grasshopper_GHR-5N,Mech,1,1
mechdef_cyclops_CP-11-A,Mech,1,1
mechdef_awesome_AWS-9M,Mech,1,1
mechdef_pillager_PLG-1N,Mech,1,1
mechdef_rifleman_RFL-2N,Mech,1,1
