mechdef_vulcan_VL-2T,MechPart,1,4
mechdef_assassin_ASN-21,MechPart,1,1
mechdef_hermesII_HER-2S,MechPart,1,5
mechdef_vulcan_VL-5T,MechPart,1,1
mechdef_centurion_CN9-A,MechPart,1,2
mechdef_centurion_CN9-AH,MechPart,1,1
mechdef_blackjack_BJ-1,MechPart,1,4
mechdef_whitworth_WTH-1,MechPart,1,4
mechdef_trebuchet_TBT-5S,MechPart,1,2
mechdef_vindicator_VND-1R,MechPart,1,2
mechdef_enforcer_ENF-4R,MechPart,1,4
mechdef_phoenixhawk_PXH-1,MechPart,1,5
mechdef_hunchback_HBK-4G,MechPart,1,4
mechdef_centurion_CN9-AL,MechPart,1,1
mechdef_shadowhawk_SHD-2H,MechPart,1,9
mechdef_hunchback_HBK-4H,MechPart,1,2
mechdef_hunchback_HBK-4N,MechPart,1,2
mechdef_wolverine_WVR-6R,MechPart,1,3
mechdef_hunchback_HBK-4P,MechPart,1,2
mechdef_hunchback_HBK-4J,MechPart,1,2
mechdef_dervish_DV-6M,MechPart,1,6
mechdef_trebuchet_TBT-5N,MechPart,1,5
mechdef_griffin_GRF-1N,MechPart,1,9
mechdef_wolverine_WVR-6M,MechPart,1,2
