mechdef_charger_CGR-1L,MechPart,1,2
mechdef_charger_CGR-1A1,MechPart,1,1
mechdef_victor_VTR-9A,MechPart,1,1
mechdef_cyclops_CP-10-Z,MechPart,1,2
mechdef_longbow_LGB-0W,MechPart,1,4
mechdef_zeus_ZEU-6S,MechPart,1,3
mechdef_victor_VTR-9B,MechPart,1,3
mechdef_longbow_LGB-0W2,MechPart,1,2
mechdef_banshee_BNC-3E,MechPart,1,10
mechdef_charger_CGR-1A5,MechPart,1,1
mechdef_battlemaster_BLR-1G,MechPart,1,6
mechdef_stalker_STK-4N,MechPart,1,6
mechdef_stalker_STK-3F,MechPart,1,24
mechdef_awesome_AWS-8Q,MechPart,1,12
mechdef_longbow_LGB-7Q,MechPart,1,3
mechdef_stalker_STK-3H,MechPart,1,9
mechdef_longbow_LGB-8C,MechPart,1,4
mechdef_atlas_AS7-RS,MechPart,1,1
mechdef_atlas_AS7-D,MechPart,1,2
