SLDF_Rgrav_extra_light,Upgrade,3,2
SLDF_Rgrav_light,Upgrade,1,2
SLDF_Rgrav_medium,Upgrade,1,2
SLDF_Rgrav_heavy,Upgrade,1,2
SLDF_Rgrav_super_heavy,Upgrade,1,2
Gear_HeatSink_Generic_Double,HeatSink,1,2
Gear_HeatSink_Generic_Triple,HeatSink,1,2
Gear_JumpJet_Prototype_Kit_Standard,JumpJet,4,1
Gear_JumpJet_Prototype_Kit_Heavy,JumpJet,4,1
Gear_JumpJet_Prototype_Kit_Assault,JumpJet,4,1
SLDF_Rgrav_extra_super_heavy,Upgrade,1,2
Gear_HeatSink_SLDF_Upgraded,HeatSink,2,2
Gear_HeatSink_SLDF_Upgraded_Small,HeatSink,1,2
