itemCollection_SLDF_MechPart_lvl-5,,,
mechdef_bullshark_BSK-MAZ,MechPart,1,1
mechdef_centurion_CN9-YLW2,MechPart,1,1
mechdef_charger_CGR-1A1,MechPart,1,1
mechdef_crab_CRB-27b,MechPart,1,1
mechdef_griffin_GRF-2N,MechPart,1,1
mechdef_griffin_GRF-4N,MechPart,1,1
mechdef_hermes_HER-1A,MechPart,1,1
mechdef_hermes_HER-1B,MechPart,1,1
mechdef_locust_LCT-1D,MechPart,1,1
mechdef_marauder_MAD-2R,MechPart,1,1
mechdef_phoenixhawk_PXH-1b,MechPart,1,1
mechdef_shadowhawk_SHD-3H,MechPart,1,1
mechdef_spider_SDR-7M,MechPart,1,1
mechdef_thorn_THE-Nb,MechPart,1,1
mechdef_toro_TR-A-6,MechPart,1,1
mechdef_warhammer_WHM-7A,MechPart,1,1
mechdef_whitworth_WTH-1S,MechPart,1,1
mechdef_wolverine_WVR-6T,MechPart,1,1
mechdef_wyvern_WVE-6N,MechPart,1,1
mechdef_hermes_HER-1S,MechPart,1,1
mechdef_hermes_HER-1Sb,MechPart,1,1
mechdef_hussar_HSR-200-D,MechPart,1,1
mechdef_hussar_HSR-200-Db,MechPart,1,1
mechdef_locust_LCT-1Vb,MechPart,1,1
mechdef_mercury_MCY-99,MechPart,1,1
mechdef_mongoose_MON-66,MechPart,1,1
mechdef_mongoose_MON-66b,MechPart,1,1
mechdef_nighthawk_NTK-2Q,MechPart,1,1
mechdef_stinger_STG-3Gb,MechPart,1,1
mechdef_talon_TLN-5V,MechPart,1,1
mechdef_thorn_THE-N,MechPart,1,1
mechdef_sentinel_STN-3L,MechPart,1,1
